Observacion	ID	Sexo	SexoNum	Edad	Fuma	Estatura	Colegio	Estrato	Financiacion	Acumulado	P1	P2	P3	Final	Definitiva	Gastos	Ingreso	Gas	Clases	Ley	PandemiaCat	PandemiaNum	Likert1	Likert2	Likert3	Likert4	Likert5	AGPEQ1	AGPEQ2	AGPEQ3	SATS1	SATS2	SATS3	SATS4	IDARE1.1	IDARE1.2	IDARE1.3	IDARE1.4	IDARE1.5	IDARE2.6	IDARE2.7	IDARE2.8	IDARE2.9	IDARE2.10	Puntaje
286	SB11201910040325	Masculino	1	20.5	No	Media	Publico	2	Otro	3.72	4.6	3.3	3.8	3.7	3.85	34.8	1.06	18.89	Presencial	De acuerdo	Ni de acuerdo, ni en desacuerdo	2	2	3	5	3	5	Ni de acuerdo, ni en desacuerdo	En desacuerdo	En desacuerdo	De acuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	Totalmente de acuerdo	Mucho	Mucho	No en lo absoluto	No en lo absoluto	Mucho	Casi siempre	Casi nunca	Casi nunca	Casi siempre	Casi siempre	46
287	SB11201910040377	Masculino	1	19.25	No	Baja	Publico	2	Otro	4.02	4.2	3.8	4.4	5	4.35	49.5	1.65	22.07	Presencial	En desacuerdo	De acuerdo	3	4	1	2	4	3	Totalmente de acuerdo	Totalmente en desacuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	En desacuerdo	En desacuerdo	De acuerdo	Poco	Bastante	Mucho	Poco	Bastante	Frecuentemente	Algunas veces	Algunas veces	Casi nunca	Algunas veces	48
288	SB11201910028130	Femenino	0	21.41	No	Media	Publico	3	Credito	3.8	4.6	2.6	4.2	3.2	3.65	34.2	1.34	22.78	Virtual	En desacuerdo	De acuerdo	3	3	5	3	5	4	Ni de acuerdo, ni en desacuerdo	Totalmente en desacuerdo	En desacuerdo	Indeciso	En desacuerdo	En desacuerdo	En desacuerdo	Poco	Poco	Poco	Poco	Poco	Algunas veces	Algunas veces	Frecuentemente	Algunas veces	Algunas veces	0
289	SB11201910028118	Masculino	1	18.39	No	Media	Publico	1	Credito	3.4	3.2	3.4	4.5	5	4.03	43.5	1.45	19.37	Presencial	En desacuerdo	De acuerdo	3	5	1	5	1	2	De acuerdo	De acuerdo	En desacuerdo	Indeciso	Indeciso	Indeciso	En desacuerdo	Poco	Poco	Bastante	No en lo absoluto	Poco	Frecuentemente	Algunas veces	Casi nunca	Casi nunca	Algunas veces	77
290	SB11201910040427	Masculino	1	17.61	No	Baja	Publico	2	Otro	2.62	2.4	2	4.8	2.9	3.03	39	1.3	17.75	Virtual	En desacuerdo	Ni de acuerdo, ni en desacuerdo	2	3	1	3	5	2	De acuerdo	Ni de acuerdo, ni en desacuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	Indeciso	Indeciso	De acuerdo	Bastante	Bastante	No en lo absoluto	No en lo absoluto	Poco	Casi siempre	Frecuentemente	Algunas veces	Casi nunca	Casi nunca	72
291	SB11201910021431	Masculino	1	19.52	No	Media	Publico	3	Otro	3.4	5	1.8	1.4	3.1	2.83	51.3	1.71	18.07	Presencial	De acuerdo	De acuerdo	3	5	1	3	4	4	Totalmente en desacuerdo	En desacuerdo	Ni de acuerdo, ni en desacuerdo	Indeciso	De acuerdo	De acuerdo	Indeciso	Bastante	Bastante	Poco	Poco	Bastante	Algunas veces	Algunas veces	Casi nunca	Algunas veces	Algunas veces	60
292	SB11201910021583	Masculino	1	19.65	No	Media	Publico	1	Otro	3.31	4.8	2	3.7	2.6	3.28	33.6	1.12	17.49	Presencial	De acuerdo	Ni de acuerdo, ni en desacuerdo	2	5	4	2	1	2	Ni de acuerdo, ni en desacuerdo	En desacuerdo	Totalmente en desacuerdo	De acuerdo	En desacuerdo	En desacuerdo	De acuerdo	Poco	Poco	Bastante	Bastante	Poco	Casi siempre	Algunas veces	Algunas veces	Casi nunca	Casi siempre	69
293	SB11201910021575	Masculino	1	21.57	No	Baja	Publico	2	Otro	3.86	4.6	3.6	2.2	4.2	3.65	58.5	1.95	18.33	Virtual	De acuerdo	De acuerdo	3	1	5	3	3	1	En desacuerdo	Totalmente en desacuerdo	De acuerdo	Totalmente de acuerdo	En desacuerdo	En desacuerdo	Totalmente de acuerdo	Bastante	Bastante	Poco	Poco	Mucho	Casi siempre	Algunas veces	Casi nunca	Casi nunca	Frecuentemente	65
294	SB11201910021563	Masculino	1	20.15	No	Baja	Publico	3	Otro	3.79	5	3	2.2	3.4	3.4	52.2	1.74	18.41	Virtual	En desacuerdo	En desacuerdo	1	4	3	4	3	2	De acuerdo	De acuerdo	De acuerdo	Indeciso	De acuerdo	De acuerdo	De acuerdo	Poco	Bastante	Bastante	Poco	Bastante	Algunas veces	Algunas veces	Algunas veces	Frecuentemente	Frecuentemente	54
295	SB11201910021333	Masculino	1	20.75	No	Baja	Publico	3	Otro	4.24	5	3.8	2.2	2.9	2.97	36	1.2	22.47	Virtual	En desacuerdo	De acuerdo	3	4	1	5	1	2	En desacuerdo	Totalmente de acuerdo	De acuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	Poco	Poco	Bastante	Bastante	Poco	Casi nunca	Casi nunca	Casi nunca	Casi nunca	Casi nunca	52
296	SB11201910040389	Femenino	0	16.12	No	Alta	Publico	3	Credito	2.81	2.9	2	2.9	3.6	2.85	30.6	1.02	18.72	Presencial	En desacuerdo	De acuerdo	3	2	3	4	2	5	Totalmente de acuerdo	De acuerdo	Totalmente de acuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	En desacuerdo	Totalmente en desacuerdo	Bastante	Bastante	Poco	Poco	Bastante	Algunas veces	Casi nunca	Casi nunca	Algunas veces	Algunas veces	36
297	SB11201910021568	Masculino	1	17.47	Si	Media	Publico	3	Credito	3.75	4.2	3.7	1.7	2.7	3.08	42.3	1.41	18.81	Presencial	En desacuerdo	De acuerdo	3	2	2	3	2	3	De acuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente de acuerdo	De acuerdo	De acuerdo	En desacuerdo	Totalmente de acuerdo	Poco	Poco	Poco	Poco	Poco	Frecuentemente	Algunas veces	Casi nunca	Algunas veces	Algunas veces	35
298	SB11201910040468	Masculino	1	18.16	No	Media	Publico	2	Otro	3.41	2.2	4.4	3.1	3.3	3.25	47.7	1.59	19.19	Presencial	De acuerdo	De acuerdo	3	1	1	4	3	2	Ni de acuerdo, ni en desacuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	De acuerdo	De acuerdo	En desacuerdo	Indeciso	Poco	Bastante	Poco	Bastante	Bastante	Frecuentemente	Casi nunca	Casi nunca	Casi nunca	Casi nunca	35
299	SB11201910028127	Masculino	1	17.22	Si	Baja	Publico	2	Otro	3.5	3.5	4	2.7	3	3.3	49.5	1.65	16.4	Presencial	En desacuerdo	De acuerdo	3	3	5	4	1	5	Ni de acuerdo, ni en desacuerdo	Totalmente de acuerdo	Totalmente en desacuerdo	Totalmente de acuerdo	Totalmente de acuerdo	En desacuerdo	Totalmente de acuerdo	Poco	Poco	No en lo absoluto	Poco	Bastante	Frecuentemente	Casi nunca	Algunas veces	Algunas veces	Algunas veces	34
300	SB11201910040461	Masculino	1	19.27	Si	Baja	Publico	3	Otro	3.98	3.6	4.7	2.4	3.2	3.48	66	2.2	19.27	Presencial	En desacuerdo	En desacuerdo	1	2	2	1	1	5	Totalmente en desacuerdo	Ni de acuerdo, ni en desacuerdo	En desacuerdo	De acuerdo	De acuerdo	Totalmente en desacuerdo	Totalmente de acuerdo	Bastante	Poco	Bastante	Poco	Poco	Frecuentemente	Algunas veces	Algunas veces	Casi nunca	Algunas veces	32
301	SB11201910021562	Femenino	0	16.94	Si	Media	Publico	3	Otro	3.66	2.2	4.7	3	1.8	2.93	74.4	2.48	20.36	Presencial	De acuerdo	En desacuerdo	1	2	4	3	5	4	Totalmente de acuerdo	Totalmente de acuerdo	En desacuerdo	De acuerdo	De acuerdo	Indeciso	Indeciso	Poco	Bastante	Bastante	Poco	Poco	Algunas veces	Algunas veces	Algunas veces	Algunas veces	Algunas veces	28
302	SB11201910021389	Masculino	1	19.89	Si	Media	Publico	3	Otro	4.02	3.2	4.3	3.8	4.8	4.03	84	2.8	22.5	Presencial	En desacuerdo	De acuerdo	3	3	2	2	1	3	En desacuerdo	En desacuerdo	Totalmente en desacuerdo	Totalmente de acuerdo	En desacuerdo	En desacuerdo	Indeciso	Bastante	Mucho	Poco	No en lo absoluto	Bastante	Casi nunca	Algunas veces	Casi nunca	Casi nunca	Casi nunca	28
303	SB11201910021436	Femenino	0	17.43	Si	Media	Publico	3	Otro	2.84	2.9	1.5	2.7	3.3	2.6	35.1	1.17	21.26	Virtual	En desacuerdo	De acuerdo	3	3	5	2	1	1	En desacuerdo	Totalmente de acuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	En desacuerdo	En desacuerdo	De acuerdo	Bastante	Bastante	Mucho	Poco	Bastante	Frecuentemente	Algunas veces	Algunas veces	Algunas veces	Algunas veces	28
304	SB11201910040410	Femenino	0	18.58	Si	Media	Publico	1	Otro	3.56	3.9	3.3	1	3.7	2.98	35.4	1.18	19.36	Presencial	En desacuerdo	Ni de acuerdo, ni en desacuerdo	2	4	1	4	4	5	Ni de acuerdo, ni en desacuerdo	Totalmente en desacuerdo	Totalmente en desacuerdo	De acuerdo	En desacuerdo	Indeciso	Indeciso	Poco	Poco	Bastante	Poco	Poco	Frecuentemente	Algunas veces	Casi nunca	Casi nunca	Algunas veces	28
305	SB11201910021337	Masculino	1	19.58	Si	Baja	Publico	3	Otro	2.77	2.9	1.6	3.7	3.6	2.95	37.2	1.24	19.6	Virtual	De acuerdo	De acuerdo	3	1	1	1	1	3	Totalmente en desacuerdo	De acuerdo	Totalmente en desacuerdo	De acuerdo	De acuerdo	En desacuerdo	Totalmente de acuerdo	Bastante	Bastante	Poco	Poco	Bastante	Casi siempre	Frecuentemente	Algunas veces	Frecuentemente	Casi siempre	26
306	SB11201910040363	Femenino	0	17.85	No	Media	Publico	2	Otro	3.77	3.4	4.1	2.2	3.7	3.35	35.7	1.19	21.16	Presencial	En desacuerdo	De acuerdo	3	2	2	1	2	2	Totalmente de acuerdo	Totalmente de acuerdo	De acuerdo	Indeciso	De acuerdo	De acuerdo	De acuerdo	Poco	Poco	Bastante	Bastante	Bastante	Casi siempre	Algunas veces	Casi nunca	Casi nunca	Casi nunca	26
307	SB11201910028134	Femenino	0	16.28	No	Alta	Publico	2	Credito	3.5	2.4	4.8	2.2	2.2	2.9	76.5	2.55	16.51	Presencial	De acuerdo	De acuerdo	3	5	5	4	4	5	De acuerdo	Totalmente de acuerdo	Totalmente de acuerdo	Totalmente de acuerdo	De acuerdo	Indeciso	De acuerdo	Poco	Bastante	Mucho	Poco	Bastante	Algunas veces	Frecuentemente	Frecuentemente	Casi siempre	Frecuentemente	25
308	SB11201910040384	Masculino	1	20.79	Si	Baja	Publico	2	Otro	3.76	4.6	2.4	2.2	4.4	3.4	56.1	1.87	22.35	Presencial	De acuerdo	De acuerdo	3	2	3	5	2	1	Ni de acuerdo, ni en desacuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente en desacuerdo	Totalmente de acuerdo	En desacuerdo	Totalmente en desacuerdo	Totalmente de acuerdo	Poco	Bastante	Bastante	Poco	Poco	Casi siempre	Frecuentemente	Algunas veces	Casi siempre	Frecuentemente	24
309	SB11201910047904	Masculino	1	12.04	Si	Media	Publico	1	Otro	3.8	4.9	3.3	2.9	3.4	3.63	51	1.7	17.78	Presencial	De acuerdo	De acuerdo	3	1	3	5	2	3	Ni de acuerdo, ni en desacuerdo	De acuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	En desacuerdo	En desacuerdo	De acuerdo	Poco	Poco	Bastante	Bastante	Poco	Frecuentemente	Algunas veces	Algunas veces	Frecuentemente	Casi nunca	24
310	SB11201910040356	Masculino	1	21.52	Si	Media	Publico	2	Otro	4.02	4.3	3.7	1.7	3.6	3.33	76.8	2.56	20.63	Presencial	En desacuerdo	Ni de acuerdo, ni en desacuerdo	2	4	5	5	4	5	De acuerdo	De acuerdo	Ni de acuerdo, ni en desacuerdo	Indeciso	Indeciso	En desacuerdo	Indeciso	Bastante	Bastante	Poco	Poco	Poco	Frecuentemente	Algunas veces	Casi nunca	Casi siempre	Casi nunca	24
311	SB11201910040386	Femenino	0	17.86	Si	Baja	Publico	3	Otro	3.85	3.2	4.4	3.1	4.6	3.83	39.6	1.32	21.86	Presencial	En desacuerdo	En desacuerdo	1	4	5	2	3	5	Ni de acuerdo, ni en desacuerdo	En desacuerdo	Totalmente de acuerdo	Totalmente de acuerdo	De acuerdo	En desacuerdo	De acuerdo	Mucho	Mucho	Poco	Poco	Mucho	Frecuentemente	Algunas veces	Algunas veces	Algunas veces	Algunas veces	22
312	SB11201910021555	Masculino	1	21.33	Si	Baja	Publico	3	Otro	3.9	3.4	4.5	2.7	4.6	3.8	80.7	2.69	19.17	Presencial	En desacuerdo	De acuerdo	3	3	5	2	1	4	En desacuerdo	En desacuerdo	En desacuerdo	De acuerdo	Indeciso	En desacuerdo	Totalmente de acuerdo	Poco	Poco	Poco	Bastante	Bastante	Frecuentemente	Algunas veces	Casi nunca	Algunas veces	Casi nunca	21
313	SB11201910040400	Masculino	1	17.85	Si	Media	Publico	2	Otro	3.74	3.6	3.1	2.4	2.8	2.98	81.3	2.71	22.18	Presencial	En desacuerdo	Ni de acuerdo, ni en desacuerdo	2	4	5	2	1	4	De acuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente de acuerdo	De acuerdo	Indeciso	Totalmente de acuerdo	Totalmente de acuerdo	Bastante	Bastante	Bastante	Poco	Poco	Casi siempre	Frecuentemente	Casi nunca	Algunas veces	Casi nunca	27
314	SB11201910040370	Masculino	1	21.01	Si	Alta	Publico	2	Credito	3.75	3.5	4.6	3	5	4.03	66	2.2	16.62	Presencial	De acuerdo	Ni de acuerdo, ni en desacuerdo	2	5	4	1	4	4	Totalmente en desacuerdo	De acuerdo	De acuerdo	De acuerdo	De acuerdo	Indeciso	Indeciso	Poco	Poco	Poco	Poco	Poco	Algunas veces	Frecuentemente	Frecuentemente	Casi nunca	Algunas veces	19
315	SB11201910040394	Masculino	1	16.43	Si	Media	Publico	3	Otro	3.79	2.9	4.5	3.8	1.2	3.1	49.2	1.64	21.35	Presencial	En desacuerdo	De acuerdo	3	1	5	3	4	5	Totalmente de acuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente en desacuerdo	Totalmente de acuerdo	En desacuerdo	Indeciso	De acuerdo	Bastante	Bastante	Poco	Poco	Bastante	Frecuentemente	Algunas veces	Casi nunca	Casi nunca	Casi nunca	18
316	SB11201910040342	Masculino	1	16.81	No	Media	Publico	3	Otro	3.74	4	3.5	2.7	5	3.8	57.6	1.92	19.66	Presencial	En desacuerdo	En desacuerdo	1	2	3	1	2	4	De acuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente de acuerdo	Indeciso	De acuerdo	En desacuerdo	En desacuerdo	Bastante	Bastante	Poco	Poco	Poco	Casi siempre	Frecuentemente	Casi nunca	Algunas veces	Casi nunca	18
317	SB11201910021564	Femenino	0	19.58	Si	Alta	Publico	3	Credito	3.81	4.3	3.8	1	5	3.53	49.8	1.66	18.44	Presencial	En desacuerdo	En desacuerdo	1	4	3	5	1	1	En desacuerdo	De acuerdo	Ni de acuerdo, ni en desacuerdo	Indeciso	De acuerdo	En desacuerdo	De acuerdo	Poco	Poco	Poco	Poco	Poco	Algunas veces	Casi nunca	Algunas veces	Casi siempre	Frecuentemente	17
318	SB11201910028093	Masculino	1	19.59	No	Media	Publico	1	Otro	4.39	4.3	5	1.5	4.2	3.75	44.4	1.48	21.96	Presencial	De acuerdo	De acuerdo	3	3	3	1	5	3	Totalmente de acuerdo	En desacuerdo	Totalmente de acuerdo	De acuerdo	De acuerdo	Indeciso	Indeciso	No en lo absoluto	Poco	Bastante	Poco	Bastante	Frecuentemente	Algunas veces	Algunas veces	Algunas veces	Algunas veces	17
319	SB11201910028107	Masculino	1	18.58	No	Media	Publico	2	Otro	3.14	2.2	4.3	2.3	3.8	3.15	39	1.3	16.01	Presencial	De acuerdo	De acuerdo	3	5	1	3	1	4	Ni de acuerdo, ni en desacuerdo	De acuerdo	Ni de acuerdo, ni en desacuerdo	Totalmente en desacuerdo	En desacuerdo	En desacuerdo	Totalmente en desacuerdo	No en lo absoluto	No en lo absoluto	Bastante	Bastante	Poco	Algunas veces	Algunas veces	Frecuentemente	Algunas veces	Casi nunca	12
320	SB11201910021356	Femenino	0	21.18	No	Alta	Publico	3	Credito	4.14	4.2	4.3	3.4	5	4.23	52.8	1.76	21.45	Presencial	En desacuerdo	De acuerdo	3	3	5	3	2	4	Totalmente en desacuerdo	Totalmente de acuerdo	En desacuerdo	De acuerdo	Indeciso	En desacuerdo	De acuerdo	Bastante	Bastante	Poco	Poco	Bastante	Algunas veces	Frecuentemente	Casi nunca	Algunas veces	Algunas veces	18
321	SB11201910040393	Masculino	1	18.85	No	Media	Publico	2	Otro	3.67	2.3	4.3	2.5	3.9	3.25	58.5	1.95	22.58	Presencial	En desacuerdo	De acuerdo	3	5	5	1	3	3	Ni de acuerdo, ni en desacuerdo	Ni de acuerdo, ni en desacuerdo	En desacuerdo	De acuerdo	Indeciso	En desacuerdo	De acuerdo	No en lo absoluto	No en lo absoluto	Mucho	Mucho	Mucho	Frecuentemente	Algunas veces	Algunas veces	Frecuentemente	Algunas veces	11
322	SB11201910028155	Femenino	0	17.24	No	Media	Publico	2	Otro	3.68	3.8	3.1	3.1	4.1	3.53	34.8	1.16	22.69	Presencial	En desacuerdo	De acuerdo	3	5	4	5	3	4	Totalmente en desacuerdo	De acuerdo	De acuerdo	En desacuerdo	Totalmente de acuerdo	En desacuerdo	En desacuerdo	Poco	Poco	Bastante	Poco	Poco	Frecuentemente	Casi nunca	Algunas veces	Casi siempre	Frecuentemente	9
323	SB11201910028136	Femenino	0	21	No	Media	Publico	3	Otro	3.78	2.8	4.6	3.8	4.1	3.83	75	2.5	19.89	Presencial	En desacuerdo	De acuerdo	3	3	4	2	4	3	De acuerdo	En desacuerdo	Totalmente de acuerdo	Indeciso	De acuerdo	De acuerdo	En desacuerdo	Bastante	Bastante	No en lo absoluto	No en lo absoluto	Bastante	Frecuentemente	Casi siempre	Frecuentemente	Casi nunca	Algunas veces	30
324	SB11201910021554	Masculino	1	18.36	No	Baja	Publico	2	Otro	3.47	2.1	4.8	5	4	3.98	62.4	2.08	18.03	Presencial	En desacuerdo	De acuerdo	3	2	3	5	3	2	Totalmente de acuerdo	Totalmente en desacuerdo	De acuerdo	De acuerdo	En desacuerdo	Totalmente en desacuerdo	De acuerdo	Poco	Mucho	Mucho	Bastante	Poco	Casi siempre	Frecuentemente	Algunas veces	Casi nunca	Casi nunca	33
325	SB11201910021558	Masculino	1	16.44	No	Media	Publico	1	Otro	3.95	4.1	4.4	4	2.4	3.73	68.7	2.29	17.72	Presencial	En desacuerdo	De acuerdo	3	3	4	5	5	5	Totalmente en desacuerdo	Totalmente de acuerdo	Totalmente de acuerdo	Indeciso	De acuerdo	De acuerdo	De acuerdo	Bastante	Poco	Poco	Bastante	No en lo absoluto	Frecuentemente	Casi siempre	Frecuentemente	Frecuentemente	Algunas veces	32
326	SB11201910040412	Femenino	0	16.55	No	Media	Publico	2	Otro	3.66	2.3	4.8	2.5	4	3.4	64.2	2.14	19.94	Presencial	En desacuerdo	De acuerdo	3	2	5	5	2	4	Totalmente en desacuerdo	De acuerdo	Ni de acuerdo, ni en desacuerdo	Indeciso	De acuerdo	De acuerdo	De acuerdo	Poco	Bastante	Poco	No en lo absoluto	Poco	Algunas veces	Algunas veces	Algunas veces	Algunas veces	Algunas veces	36
327	SB11201910021336	Masculino	1	17.55	No	Media	Publico	3	Otro	3.23	1.7	4.3	2.4	3.5	2.98	70.9	2.03	18.55	Presencial	En desacuerdo	De acuerdo	3	5	4	3	5	1	De acuerdo	Totalmente en desacuerdo	De acuerdo	Indeciso	En desacuerdo	En desacuerdo	De acuerdo	Poco	Poco	Bastante	Bastante	Poco	Frecuentemente	Frecuentemente	Casi nunca	Frecuentemente	Casi siempre	52
328	SB11201910021557	Masculino	1	21.43	No	Alta	Publico	2	Otro	3.69	3	4.4	2.7	2.9	3.25	66.6	2.22	18.85	Virtual	De acuerdo	De acuerdo	3	3	5	4	5	3	De acuerdo	En desacuerdo	Totalmente de acuerdo	De acuerdo	De acuerdo	En desacuerdo	De acuerdo	Bastante	Mucho	No en lo absoluto	No en lo absoluto	Bastante	Casi nunca	Frecuentemente	Frecuentemente	Casi siempre	Casi siempre	9
329	SB11201910028132	Femenino	0	18.02	No	Media	Publico	2	Otro	3.88	3.7	4.8	2.7	3.8	3.75	36	1.2	18.35	Virtual	De acuerdo	De acuerdo	3	3	3	1	1	2	De acuerdo	De acuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	En desacuerdo	Totalmente en desacuerdo	De acuerdo	Poco	Poco	Bastante	Mucho	No en lo absoluto	Frecuentemente	Casi siempre	Casi siempre	Frecuentemente	Casi siempre	81
330	SB11201910028097	Femenino	0	18.69	No	Media	Publico	2	Otro	3.2	3.2	2.4	3	1.5	2.53	68.7	2.29	19.55	Presencial	De acuerdo	En desacuerdo	1	4	4	4	1	1	Totalmente en desacuerdo	De acuerdo	Ni de acuerdo, ni en desacuerdo	Indeciso	Totalmente de acuerdo	Indeciso	Totalmente de acuerdo	Bastante	Bastante	Poco	Poco	Bastante	Frecuentemente	Algunas veces	Frecuentemente	Algunas veces	Algunas veces	78
331	SB11201910021386	Masculino	1	21.83	No	Alta	Publico	2	Otro	2.81	3.1	2	2.7	2.8	2.65	40.2	1.34	17.39	Presencial	De acuerdo	En desacuerdo	1	4	2	3	3	4	Ni de acuerdo, ni en desacuerdo	Totalmente en desacuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	De acuerdo	De acuerdo	Indeciso	Poco	Poco	Poco	Poco	Poco	Algunas veces	Frecuentemente	Frecuentemente	Casi siempre	Frecuentemente	77
332	SB11201910040463	Masculino	1	18.55	No	Media	Publico	2	Otro	2.92	2.3	2.8	2.8	3.2	2.78	36.9	1.23	19.19	Presencial	En desacuerdo	Ni de acuerdo, ni en desacuerdo	2	3	4	3	3	5	Ni de acuerdo, ni en desacuerdo	De acuerdo	Totalmente de acuerdo	Indeciso	Indeciso	En desacuerdo	Totalmente en desacuerdo	Poco	Poco	Bastante	Bastante	Bastante	Frecuentemente	Algunas veces	Algunas veces	Casi nunca	Algunas veces	70
333	SB11201910021459	Masculino	1	17.02	No	Media	Publico	2	Otro	3.61	4.3	3.1	1	2.5	2.73	42.9	1.43	18.91	Presencial	En desacuerdo	De acuerdo	3	1	2	5	1	4	Totalmente en desacuerdo	Totalmente de acuerdo	Ni de acuerdo, ni en desacuerdo	Indeciso	En desacuerdo	En desacuerdo	De acuerdo	Poco	Poco	Poco	Poco	Mucho	Frecuentemente	Algunas veces	Casi nunca	Algunas veces	Algunas veces	68
334	SB11201910021384	Masculino	1	17.44	No	Alta	Publico	2	Otro	2.98	3.6	1.7	2	2.4	2.43	48.9	1.63	18.66	Presencial	En desacuerdo	En desacuerdo	1	4	3	4	4	5	Totalmente de acuerdo	Ni de acuerdo, ni en desacuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	Indeciso	En desacuerdo	Indeciso	Poco	Bastante	Poco	Poco	Bastante	Algunas veces	Frecuentemente	Algunas veces	Casi siempre	Frecuentemente	65
335	SB11201910028096	Masculino	1	17.35	No	Media	Publico	3	Otro	3.22	3.2	3.2	1.5	3.6	2.88	38.4	1.28	17.77	Presencial	De acuerdo	Ni de acuerdo, ni en desacuerdo	2	5	5	2	2	2	En desacuerdo	En desacuerdo	De acuerdo	De acuerdo	De acuerdo	En desacuerdo	Indeciso	Bastante	Bastante	Poco	Poco	Bastante	Frecuentemente	Casi nunca	Algunas veces	Frecuentemente	Algunas veces	54
336	SB11201910040373	Femenino	0	17.07	No	Media	Publico	3	Otro	3.71	5	2.8	1.8	3.2	3.2	48.3	1.61	18.27	Virtual	En desacuerdo	En desacuerdo	1	3	2	1	4	4	En desacuerdo	De acuerdo	En desacuerdo	Indeciso	De acuerdo	De acuerdo	De acuerdo	Bastante	Poco	Poco	Poco	Bastante	Frecuentemente	Algunas veces	Casi nunca	Algunas veces	Frecuentemente	52
337	SB11201910021584	Masculino	1	18.03	No	Media	Publico	2	Otro	3.55	4.7	2.8	3.5	3.2	3.55	42.3	1.41	17.5	Presencial	De acuerdo	En desacuerdo	1	1	5	2	2	2	De acuerdo	En desacuerdo	Totalmente de acuerdo	Indeciso	De acuerdo	En desacuerdo	En desacuerdo	Poco	Poco	Bastante	Bastante	Poco	Frecuentemente	Algunas veces	Algunas veces	Algunas veces	Algunas veces	36
338	SB11201910021335	Masculino	1	20.23	No	Media	Publico	3	Otro	3.14	3.8	2.1	4.3	2.9	3.28	79	2	17.76	Presencial	En desacuerdo	De acuerdo	3	2	2	2	3	2	Ni de acuerdo, ni en desacuerdo	Totalmente en desacuerdo	Ni de acuerdo, ni en desacuerdo	En desacuerdo	De acuerdo	Indeciso	De acuerdo	Poco	Poco	Bastante	Bastante	Poco	Casi siempre	Frecuentemente	Casi nunca	Casi nunca	Casi nunca	35
339	SB11201910021345	Masculino	1	16.65	No	Media	Publico	2	Otro	3.77	4.7	3.3	5	3.7	4.18	23.8	1.36	18.76	Presencial	En desacuerdo	En desacuerdo	1	1	3	3	1	3	Totalmente en desacuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	De acuerdo	En desacuerdo	En desacuerdo	En desacuerdo	Bastante	Bastante	Poco	Poco	Bastante	Frecuentemente	Algunas veces	Casi nunca	Casi nunca	Algunas veces	35
340	SB11201910041019	Masculino	1	21.4	No	Media	Publico	2	Otro	3.4	3.9	3.1	5	1.6	3.4	47.4	1.58	17.27	Presencial	De acuerdo	Ni de acuerdo, ni en desacuerdo	2	1	3	2	5	2	En desacuerdo	Totalmente de acuerdo	Totalmente de acuerdo	Indeciso	De acuerdo	Indeciso	Indeciso	Poco	Bastante	Bastante	Poco	Bastante	Frecuentemente	Algunas veces	Casi nunca	Casi nunca	Algunas veces	34
341	SB11201910040326	Femenino	0	16.04	No	Media	Publico	3	Otro	2.45	2.5	1.2	4.7	3.1	2.88	44.1	1.47	18.14	Virtual	En desacuerdo	De acuerdo	3	2	4	3	1	4	En desacuerdo	Totalmente en desacuerdo	Ni de acuerdo, ni en desacuerdo	Indeciso	En desacuerdo	De acuerdo	De acuerdo	Bastante	Bastante	Poco	No en lo absoluto	Bastante	Frecuentemente	Frecuentemente	Frecuentemente	Frecuentemente	Frecuentemente	30
342	SB11201910021574	Femenino	0	17.17	No	Media	Publico	2	Otro	3.46	4.2	2.5	3	2.8	2.77	53.7	1.79	19.2	Presencial	En desacuerdo	En desacuerdo	1	5	1	4	4	4	Totalmente en desacuerdo	En desacuerdo	Ni de acuerdo, ni en desacuerdo	De acuerdo	En desacuerdo	En desacuerdo	Indeciso	Poco	Poco	Poco	Poco	Bastante	Frecuentemente	Algunas veces	Casi nunca	Casi nunca	Frecuentemente	28
343	SB11201910040343	Femenino	0	16.91	No	Alta	Publico	2	Otro	3.49	4.5	2.7	4.7	1.8	3.43	58.8	1.96	17.17	Presencial	En desacuerdo	Ni de acuerdo, ni en desacuerdo	2	3	4	4	2	4	Ni de acuerdo, ni en desacuerdo	Totalmente de acuerdo	De acuerdo	Indeciso	De acuerdo	De acuerdo	En desacuerdo	Mucho	Mucho	No en lo absoluto	Poco	Bastante	Algunas veces	Algunas veces	Algunas veces	Algunas veces	Algunas veces	28
